iter	Logloss
231	0.3107162504
232	0.3106031145
233	0.3104650763
234	0.3103406427
235	0.3102123178
236	0.3100834983
237	0.3099457014
238	0.3098082361
239	0.3096755747
240	0.3095621816
241	0.3093984384
242	0.3092590436
243	0.3091415569
244	0.3090167948
245	0.3088810243
246	0.3087478753
247	0.3086400654
248	0.3085038873
249	0.3083838367
250	0.3082623981
251	0.3081537243
252	0.3080391667
253	0.3079517753
254	0.30785496
255	0.3077473882
256	0.3076354644
257	0.3075457103
258	0.3074296668
259	0.3072964176
260	0.3071966392
261	0.3071026305
262	0.3069889656
263	0.3068799181
264	0.3067741037
265	0.3066323922
266	0.3065418128
267	0.3064452952
268	0.3063457121
269	0.3062510061
270	0.3061553592
271	0.3060635682
272	0.3059670787
273	0.3058610364
274	0.3057515449
275	0.305649085
276	0.3055656863
277	0.3054641172
278	0.3053739435
279	0.3052831296
280	0.305180894
281	0.305099716
282	0.3050098936
283	0.3049255465
284	0.3048420706
285	0.3047341007
286	0.3046533722
287	0.3045684277
288	0.3044803694
289	0.3043889416
290	0.3042795911
291	0.3042068388
292	0.3041121308
293	0.304015305
294	0.3039268756
295	0.3038356922
296	0.3037658715
297	0.3036776936
298	0.3035927861
299	0.3034895286
300	0.303389725
301	0.3033092235
302	0.3032213159
303	0.3031562274
304	0.3030599106
305	0.3029709661
306	0.3028766583
307	0.3028074427
308	0.3027232588
309	0.3026260381
310	0.302544524
311	0.3024640657
312	0.3023940457
313	0.3023267248
314	0.3022110532
315	0.3021542895
316	0.3020796098
317	0.3020046018
318	0.3019242654
319	0.3018338334
320	0.3017546148
321	0.3016583785
322	0.3015671109
323	0.3014911089
324	0.3014052314
325	0.3013149591
326	0.3012002582
327	0.3011337893
328	0.3010541497
329	0.3009640054
330	0.3008838598
331	0.3008315564
332	0.3007444241
333	0.3006515332
334	0.3005680057
335	0.3004984331
336	0.3004306783
337	0.3003566197
338	0.3002724148
339	0.3001932406
340	0.3001167755
341	0.3000373699
342	0.2999497715
343	0.299859215
344	0.2997626576
345	0.2996763564
346	0.2995996513
347	0.2995206633
348	0.2994499329
349	0.299386757
350	0.2993153687
351	0.2992442529
352	0.2991755774
353	0.2990872155
354	0.2990341246
355	0.2989734652
356	0.2989023892
357	0.298844167
358	0.2987498543
359	0.2986888513
360	0.2986151791
361	0.2985482534
362	0.298486908
363	0.298416028
364	0.2983317313
365	0.2982639766
366	0.2981919146
367	0.298110955
368	0.2980296921
369	0.2979505661
370	0.2978931953
371	0.297810438
372	0.2977306702
373	0.297649378
374	0.2975723359
375	0.2974952236
376	0.2974281297
377	0.2973666373
378	0.2972931159
379	0.2972337933
380	0.2971589838
381	0.2970943755
382	0.2970139133
383	0.2969356722
384	0.2968660523
385	0.2967900131
386	0.2967250007
387	0.2966531994
388	0.2965896774
389	0.2965155604
390	0.2964494469
391	0.2963942168
392	0.2963250293
393	0.2962533636
394	0.2961782225
395	0.2961014975
396	0.2960298278
397	0.2959473367
398	0.2958672792
399	0.2958065725
400	0.2957373874
401	0.2956786891
402	0.2956131655
403	0.2955584631
404	0.2954865342
405	0.2954124056
406	0.2953534306
407	0.2952884208
408	0.2952178649
409	0.2951288799
410	0.2950673883
411	0.2950100196
412	0.2949282264
413	0.2948587923
414	0.2947949853
415	0.2947272847
416	0.2946686993
417	0.2945923809
418	0.2945357524
419	0.2944563517
420	0.2943888465
421	0.2943294865
422	0.2942632936
423	0.2941889841
424	0.294116721
425	0.2940569242
426	0.2939857631
427	0.293926843
428	0.2938783658
429	0.2938197448
430	0.2937345779
431	0.293657504
432	0.2935924135
433	0.2935257758
434	0.2934663512
435	0.293396594
436	0.2933575568
437	0.293276378
438	0.2932005492
439	0.2931457388
440	0.293098874
441	0.2930231697
442	0.2929546441
443	0.2929002367
444	0.2928353616
445	0.2927736401
446	0.2927021431
447	0.2926332608
448	0.2925669988
449	0.29250978
450	0.2924439003
451	0.2923832676
452	0.2923178366
453	0.2922658704
454	0.2922029162
455	0.2921379747
456	0.2920674699
457	0.2920019
458	0.2919311507
459	0.2918635502
460	0.2918001367
461	0.291726859
462	0.2916746641
463	0.2916025405
464	0.2915176127
465	0.2914510888
466	0.2913851088
467	0.2913139914
468	0.2912469205
469	0.2911905501
470	0.2911298688
471	0.2910676857
472	0.2910015354
473	0.2909264889
474	0.2908574464
475	0.290788043
476	0.290717414
477	0.2906469054
478	0.2905946459
479	0.2905375149
480	0.2904732351
481	0.2904092833
482	0.2903553475
483	0.2902956297
484	0.2902412115
485	0.290180373
486	0.2901180548
487	0.2900508634
488	0.2899920931
489	0.2899347416
490	0.2898786859
491	0.2898195164
492	0.2897584624
493	0.2897120457
494	0.2896677601
495	0.2896091491
496	0.2895512968
497	0.2895081343
498	0.2894542409
499	0.289396289
500	0.289336957
501	0.289269554
502	0.2892077159
503	0.2891369507
504	0.2890772394
505	0.2890315785
506	0.2889614323
507	0.2888911646
508	0.288827372
509	0.2887704302
510	0.2887147855
511	0.2886554755
512	0.2885926538
513	0.2885337122
514	0.288473975
515	0.2884112459
516	0.2883431441
517	0.2882771674
518	0.2882305279
519	0.2881706765
520	0.2881113388
521	0.2880486973
522	0.2879865516
523	0.2879255952
524	0.2878618921
525	0.2877946369
526	0.2877333691
527	0.2876733258
528	0.2876131865
529	0.2875579187
530	0.2874998064
531	0.2874491133
532	0.2873960948
533	0.2873397777
534	0.2872888464
535	0.2872358089
536	0.2871823443
537	0.2871245842
538	0.2870651359
539	0.2870193548
540	0.2869601197
541	0.2869131793
542	0.2868627547
543	0.2868107603
544	0.2867592041
545	0.2867146735
546	0.286653542
547	0.2866023325
548	0.2865419546
549	0.2864833052
550	0.2864271391
551	0.2863650084
552	0.2863125743
553	0.286258205
554	0.2862125409
555	0.2861531713
556	0.2861033828
557	0.2860380819
558	0.285994887
559	0.2859450761
560	0.2858909528
561	0.2858373892
562	0.2857850939
563	0.2857364583
564	0.2856961599
565	0.2856333287
566	0.2855692499
567	0.2855173408
568	0.2854610993
569	0.2854026137
570	0.2853534929
571	0.2852991617
572	0.2852507944
573	0.2851972261
574	0.2851463514
575	0.2850926273
576	0.2850447967
577	0.2849864105
578	0.2849447612
579	0.2848949578
580	0.2848446886
581	0.2847902568
582	0.2847303061
583	0.2846823481
584	0.2846368248
585	0.2845793595
586	0.2845282301
587	0.2844757252
588	0.2844247581
589	0.284374407
590	0.2843160559
591	0.2842598831
592	0.284206771
593	0.2841539121
594	0.2841078113
595	0.2840541703
596	0.2840076456
597	0.2839634859
598	0.2839139483
599	0.2838616558
600	0.2838137223
601	0.2837656857
602	0.2837125209
603	0.283659336
604	0.2836033047
605	0.2835533592
606	0.2834945851
607	0.2834423273
608	0.2833948112
609	0.2833403291
610	0.2832842246
611	0.2832257687
612	0.2831707692
613	0.2831229616
614	0.2830631879
615	0.2830154634
616	0.2829659269
617	0.2829098321
618	0.2828532869
619	0.2827985875
620	0.2827408875
621	0.2826884789
622	0.2826372647
623	0.2825870043
624	0.2825406899
625	0.2824925915
626	0.2824423869
627	0.2823875669
628	0.2823334484
629	0.2822845457
630	0.2822416626
631	0.282187732
632	0.2821340884
633	0.2820930235
634	0.2820438256
635	0.2819942274
636	0.2819475985
637	0.2818966895
638	0.2818467452
639	0.2818059651
640	0.2817520663
641	0.2817135357
642	0.2816600887
643	0.2816085118
644	0.281554126
645	0.2815046525
646	0.2814622343
647	0.2814119068
648	0.2813648276
649	0.2813157256
650	0.2812670134
651	0.2812188452
652	0.2811721403
653	0.2811248488
654	0.2810781303
655	0.2810221128
656	0.2809769762
657	0.2809298235
658	0.2808823329
659	0.2808321574
660	0.2807803915
661	0.2807287232
662	0.2806798213
663	0.280632007
664	0.2805851872
665	0.2805377652
666	0.2804925565
667	0.2804407774
668	0.2804041922
669	0.2803557303
670	0.2803046708
671	0.2802540995
672	0.2802072388
673	0.2801610247
674	0.280109633
675	0.280058336
676	0.2800161005
677	0.2799634259
678	0.2799134207
679	0.2798630549
680	0.2798131377
681	0.2797674258
682	0.2797196873
683	0.2796715669
684	0.2796230176
685	0.2795766527
686	0.2795285786
687	0.279478361
688	0.2794349181
689	0.2793962097
690	0.2793482125
691	0.2792965994
692	0.2792483488
693	0.2792026073
694	0.2791552522
695	0.279105215
696	0.2790562117
697	0.2790087684
698	0.2789576504
699	0.2789099526
700	0.2788614217
701	0.2788160647
702	0.2787677753
703	0.2787192129
704	0.2786753023
705	0.2786277377
706	0.2785828149
707	0.278529686
708	0.2784865792
709	0.2784431714
710	0.2783944895
711	0.2783455717
712	0.2782992379
713	0.2782577154
714	0.2782156434
715	0.2781670457
716	0.2781188263
717	0.2780760157
718	0.2780319688
719	0.277988421
720	0.2779435367
721	0.2779072693
722	0.2778654153
723	0.2778227506
724	0.2777763883
725	0.277734643
726	0.2776901782
727	0.2776479514
728	0.2776056756
729	0.2775601893
730	0.2775132722
731	0.2774683449
732	0.2774313177
733	0.2773887925
734	0.277348179
735	0.2773113937
736	0.2772694723
737	0.2772254992
738	0.2771818771
739	0.2771427597
740	0.2770968042
741	0.2770504434
742	0.2770053252
743	0.2769603414
744	0.2769140238
745	0.2768714192
746	0.2768265248
747	0.2767846308
748	0.2767377932
749	0.2766938529
750	0.2766495344
751	0.2766051569
752	0.2765626163
753	0.2765195873
754	0.2764761415
755	0.2764293662
756	0.2763901715
757	0.2763473659
758	0.2763031345
759	0.2762596416
760	0.2762186876
761	0.2761743623
762	0.2761344198
763	0.2760927808
764	0.2760517858
765	0.2760145197
766	0.275971662
767	0.2759282807
768	0.2758867708
769	0.2758396993
770	0.2757981051
771	0.2757513697
772	0.2757110006
773	0.2756680552
774	0.2756267283
775	0.2755888713
776	0.275547417
777	0.2755095965
778	0.2754672069
779	0.2754323956
780	0.2753869908
781	0.2753455253
782	0.2752972502
783	0.275259882
784	0.2752136364
785	0.2751750306
786	0.2751410362
787	0.2751033189
788	0.2750613661
789	0.2750237648
790	0.2749780814
791	0.274938874
792	0.2748957406
793	0.2748553865
794	0.2748170599
795	0.2747723089
796	0.2747290109
797	0.2746900258
798	0.2746498816
799	0.2746111774
800	0.2745690838
801	0.2745348677
802	0.2744947825
803	0.2744551034
804	0.2744131457
805	0.2743779314
806	0.2743381454
807	0.2743001371
808	0.2742558001
809	0.2742115793
810	0.2741689451
811	0.2741306565
812	0.2740887669
813	0.274048613
814	0.2740100935
815	0.2739618694
816	0.273917414
817	0.2738752149
818	0.2738369144
819	0.2737950365
820	0.2737513095
821	0.2737064265
822	0.273672978
823	0.2736300701
824	0.2735889815
825	0.2735445414
826	0.2735054182
827	0.2734652568
828	0.2734228909
829	0.2733851815
830	0.2733452144
831	0.2733060336
832	0.2732625488
833	0.273224945
834	0.2731889415
835	0.2731486266
836	0.2731081367
837	0.2730648721
838	0.2730266412
839	0.2729878862
840	0.2729505691
841	0.2729065954
842	0.2728664724
843	0.2728271226
844	0.2727867925
845	0.2727522444
846	0.2727113984
847	0.2726738626
848	0.272631336
849	0.2725922795
850	0.2725512698
851	0.2725102758
852	0.2724712997
853	0.2724369702
854	0.2724029015
855	0.2723627107
856	0.2723251329
857	0.2722853412
858	0.2722505844
859	0.272207159
860	0.2721692498
861	0.2721261354
862	0.2720863868
863	0.2720424114
864	0.2720041812
865	0.2719710632
866	0.2719281936
867	0.2718927431
868	0.2718543966
869	0.2718114192
870	0.2717728707
871	0.2717395963
872	0.27169822
873	0.2716611687
874	0.2716234451
875	0.2715818744
876	0.2715410437
877	0.2715018736
878	0.2714659371
879	0.2714233456
880	0.2713834517
881	0.2713450794
882	0.271300697
883	0.2712575708
884	0.2712324794
885	0.2711928722
886	0.2711635853
887	0.2711274707
888	0.2710874082
889	0.2710522431
890	0.2710138275
891	0.2709761121
892	0.2709369484
893	0.2709000115
894	0.270864664
895	0.2708296137
896	0.2707888205
897	0.2707506229
898	0.2707101651
899	0.2706731113
900	0.270641475
901	0.2706108845
902	0.2705800269
903	0.2705431613
904	0.2705073174
905	0.2704687219
906	0.2704319578
907	0.2703970952
908	0.270362128
909	0.270325613
910	0.2702893623
911	0.2702511694
912	0.2702178909
913	0.2701885259
914	0.2701514732
915	0.2701106158
916	0.2700762316
917	0.2700367067
918	0.2699992589
919	0.2699676798
920	0.2699319661
921	0.2698973406
922	0.2698601611
923	0.2698235165
924	0.26978461
925	0.2697512412
926	0.2697141736
927	0.2696752868
928	0.2696433624
929	0.2696077653
930	0.2695715204
931	0.2695373718
932	0.2695104531
933	0.2694771134
934	0.26944108
935	0.2694030923
936	0.2693628935
937	0.269325963
938	0.2692905868
939	0.2692513015
940	0.269213744
941	0.2691775257
942	0.2691420853
943	0.2691054595
944	0.2690654637
945	0.2690295261
946	0.2689967819
947	0.2689630294
948	0.2689246727
949	0.2688921441
950	0.2688549202
951	0.2688188798
952	0.2687862792
953	0.2687524632
954	0.2687174231
955	0.2686786396
956	0.2686402893
957	0.2686052438
958	0.2685711789
959	0.2685289304
960	0.2684910675
961	0.2684604497
962	0.2684236337
963	0.2683866918
964	0.2683509134
965	0.2683107835
966	0.2682774302
967	0.2682420018
968	0.2682073725
969	0.2681726921
970	0.2681352504
971	0.2681063368
972	0.2680740368
973	0.2680400613
974	0.2680053869
975	0.267969292
976	0.2679365864
977	0.2679076801
978	0.2678740242
979	0.2678387951
980	0.2678036514
981	0.2677665518
982	0.2677287763
983	0.2676953993
984	0.2676615663
985	0.267629003
986	0.2675903588
987	0.2675539525
988	0.2675210571
989	0.2674831216
990	0.2674527583
991	0.2674146469
992	0.2673770355
993	0.267343964
994	0.2673110851
995	0.2672800542
996	0.2672459729
997	0.267211156
998	0.2671753911
999	0.2671416435
1000	0.267109247
1001	0.2670753854
1002	0.2670390552
1003	0.2670001603
1004	0.2669634681
1005	0.2669302618
1006	0.2668953603
1007	0.2668600274
1008	0.2668268207
1009	0.266791195
1010	0.2667572625
1011	0.2667212719
1012	0.266686912
1013	0.266657884
1014	0.2666263716
1015	0.2665915006
1016	0.2665530643
1017	0.2665181085
1018	0.2664835181
1019	0.2664493953
1020	0.2664179576
1021	0.2663860326
1022	0.2663576326
1023	0.2663243895
1024	0.2662894664
1025	0.2662551976
1026	0.2662207328
1027	0.2661855606
1028	0.2661496639
1029	0.2661226076
1030	0.2660894369
1031	0.2660576566
1032	0.2660222398
1033	0.2659887078
1034	0.2659539281
1035	0.265918616
1036	0.2658906538
1037	0.2658585201
1038	0.2658271333
1039	0.2657924755
1040	0.2657615369
1041	0.2657276838
1042	0.2656982277
1043	0.2656637621
1044	0.2656341735
1045	0.2656005391
1046	0.2655682367
1047	0.2655362511
1048	0.2655005374
1049	0.2654654922
1050	0.2654345314
1051	0.2654002769
1052	0.2653683214
1053	0.2653341201
1054	0.2652992147
1055	0.2652630272
1056	0.2652229573
1057	0.265190048
1058	0.2651549289
1059	0.2651209179
1060	0.2650895661
1061	0.2650581618
1062	0.2650265091
1063	0.2649927802
1064	0.2649618307
1065	0.2649325099
1066	0.2649004805
1067	0.2648685319
1068	0.2648366235
1069	0.2648037052
1070	0.2647683379
1071	0.2647346447
1072	0.2647023965
1073	0.2646713029
1074	0.2646413847
1075	0.2646114157
1076	0.2645776155
1077	0.2645525744
1078	0.2645203122
1079	0.2644915484
1080	0.2644573075
1081	0.264427747
1082	0.2643926325
1083	0.2643611776
1084	0.2643288169
1085	0.2642948838
1086	0.2642595387
1087	0.2642262899
1088	0.2641955841
1089	0.2641605933
1090	0.2641284348
1091	0.2640956352
1092	0.2640634328
1093	0.2640296653
1094	0.2640013193
1095	0.2639692132
1096	0.2639364245
1097	0.2639028
1098	0.2638698436
1099	0.2638415721
1100	0.2638068173
1101	0.263774812
1102	0.2637434035
1103	0.2637109417
1104	0.2636787051
1105	0.263648106
1106	0.2636174564
1107	0.2635854125
1108	0.2635605337
1109	0.2635327442
1110	0.2635006005
1111	0.2634681435
1112	0.263436204
1113	0.2634075457
1114	0.2633761319
1115	0.2633473252
1116	0.2633185278
1117	0.263289349
1118	0.2632556507
1119	0.263222758
1120	0.2631912249
1121	0.2631602725
1122	0.2631315137
1123	0.2631007563
1124	0.2630686831
1125	0.2630366852
1126	0.2630092956
1127	0.262980451
1128	0.2629507083
1129	0.2629198022
1130	0.2628899874
1131	0.2628607545
1132	0.2628282929
1133	0.2627986749
1134	0.2627669263
1135	0.2627348738
1136	0.2627047647
1137	0.2626721806
1138	0.262640282
1139	0.262606666
1140	0.2625735453
1141	0.2625485804
1142	0.2625194549
1143	0.2624894881
1144	0.2624585822
1145	0.2624224098
1146	0.2623955288
1147	0.2623648201
1148	0.2623362324
1149	0.2623046956
1150	0.2622726057
1151	0.2622432982
1152	0.2622113298
1153	0.2621811092
1154	0.2621519918
1155	0.2621201014
1156	0.2620882549
1157	0.2620602501
1158	0.2620373528
1159	0.2620079569
1160	0.2619723777
1161	0.2619435548
1162	0.261914362
1163	0.2618884431
1164	0.2618574824
1165	0.2618250478
1166	0.2617912465
1167	0.2617604654
1168	0.2617306887
1169	0.261700217
1170	0.2616702978
1171	0.2616391635
1172	0.2616123173
1173	0.2615838481
1174	0.261551769
1175	0.2615217653
1176	0.261491789
1177	0.2614591717
1178	0.261428816
1179	0.2614015158
1180	0.2613731604
1181	0.2613420598
1182	0.2613139976
1183	0.2612835312
1184	0.2612523279
1185	0.2612258181
1186	0.2611977453
1187	0.2611722271
1188	0.2611441151
1189	0.261114635
1190	0.2610847198
1191	0.2610560438
1192	0.2610281623
1193	0.2609966032
1194	0.2609695153
1195	0.2609432108
1196	0.260915123
1197	0.2608843873
1198	0.2608534603
1199	0.2608226247
1200	0.2607928806
1201	0.2607595355
1202	0.2607355419
1203	0.2607045915
1204	0.2606738909
1205	0.2606458383
1206	0.2606168678
1207	0.2605872505
1208	0.2605610081
1209	0.2605334208
1210	0.2605028989
1211	0.2604736779
1212	0.2604447022
1213	0.2604190258
1214	0.2603890564
1215	0.2603618922
1216	0.2603325121
1217	0.2603034108
1218	0.2602764267
1219	0.260248241
1220	0.2602229731
1221	0.2601990388
1222	0.2601722566
1223	0.2601403532
1224	0.260110974
1225	0.2600820686
1226	0.260052344
1227	0.2600247341
1228	0.2599982812
1229	0.259970969
1230	0.2599414394
1231	0.2599142403
1232	0.2598851085
1233	0.2598558559
1234	0.2598272883
1235	0.2597988542
1236	0.2597706822
1237	0.2597409961
1238	0.2597126346
1239	0.2596838164
1240	0.259655854
1241	0.2596268094
1242	0.2595975587
1243	0.2595709577
1244	0.2595429924
1245	0.2595169723
1246	0.2594892257
1247	0.2594626122
1248	0.2594309046
1249	0.2594057407
1250	0.2593746054
1251	0.2593458131
1252	0.2593159531
1253	0.2592861077
1254	0.2592614203
1255	0.2592314836
1256	0.2592023231
1257	0.2591740929
1258	0.2591438176
1259	0.2591174776
1260	0.2590867922
1261	0.2590607774
1262	0.2590333591
1263	0.2590053308
1264	0.2589772938
1265	0.2589484131
1266	0.2589221224
1267	0.2588960681
1268	0.2588639019
1269	0.2588366403
1270	0.2588082686
1271	0.2587760689
1272	0.2587476476
1273	0.2587212057
1274	0.2586940534
1275	0.2586643081
1276	0.2586367326
1277	0.2586080304
1278	0.2585777426
1279	0.2585481235
1280	0.2585201181
1281	0.2584914736
1282	0.2584658382
1283	0.2584371541
1284	0.2584084982
1285	0.25838202
1286	0.2583524934
1287	0.2583248167
1288	0.2582955617
1289	0.2582645004
1290	0.2582383782
1291	0.2582115484
1292	0.2581822723
1293	0.258152062
1294	0.258126716
1295	0.2580995696
1296	0.2580696634
1297	0.2580427998
1298	0.258017408
1299	0.2579917509
1300	0.2579634209
1301	0.2579384901
1302	0.2579095842
1303	0.257883475
1304	0.2578561602
1305	0.257829416
1306	0.2577996037
1307	0.2577749233
1308	0.2577462355
1309	0.2577186772
1310	0.25769103
1311	0.2576640158
1312	0.2576390135
1313	0.2576102532
1314	0.2575798743
1315	0.2575527873
1316	0.257525204
1317	0.2574994595
1318	0.2574680854
1319	0.257439408
1320	0.2574104016
1321	0.2573840069
1322	0.257355909
1323	0.2573269818
1324	0.2573019005
1325	0.2572735223
1326	0.2572473945
1327	0.2572209619
1328	0.257193651
1329	0.2571669667
1330	0.2571418364
1331	0.2571155788
1332	0.2570866786
1333	0.2570617546
1334	0.2570316694
1335	0.2570027544
1336	0.2569763303
1337	0.2569518799
1338	0.2569235815
1339	0.2568976109
1340	0.2568707274
1341	0.2568444674
1342	0.2568164888
1343	0.2567917444
1344	0.2567659418
1345	0.256737835
1346	0.2567118582
1347	0.2566874731
1348	0.2566617099
1349	0.2566358213
1350	0.2566105675
1351	0.2565854572
1352	0.2565591609
1353	0.2565326204
1354	0.2565094122
1355	0.2564833344
1356	0.2564583464
1357	0.2564345027
1358	0.2564086215
1359	0.2563809687
1360	0.2563536369
1361	0.2563274228
1362	0.2563008084
1363	0.2562717836
1364	0.2562468479
1365	0.2562227127
1366	0.2561939444
1367	0.2561691413
1368	0.2561442403
1369	0.2561149764
1370	0.2560903087
1371	0.2560664541
1372	0.2560390103
1373	0.2560119846
1374	0.2559841807
1375	0.2559612365
1376	0.2559374383
1377	0.2559101314
1378	0.2558836142
1379	0.2558575359
1380	0.2558333218
1381	0.2558059597
1382	0.2557788888
1383	0.2557522735
1384	0.2557229521
1385	0.2556969193
1386	0.2556707952
1387	0.2556440474
1388	0.2556189788
1389	0.2555914103
1390	0.2555650198
1391	0.2555364355
1392	0.2555122956
1393	0.2554846779
1394	0.2554555117
1395	0.2554295903
1396	0.2554038495
1397	0.2553746121
1398	0.2553469819
1399	0.2553201942
1400	0.25529633
1401	0.2552710493
1402	0.2552469882
1403	0.2552220158
1404	0.2551959567
1405	0.2551694627
1406	0.255145243
1407	0.255119531
1408	0.2550961291
1409	0.2550647956
1410	0.2550384086
1411	0.2550140876
1412	0.2549876765
1413	0.2549643627
1414	0.2549385204
1415	0.254915549
1416	0.2548895696
1417	0.2548644167
1418	0.2548373174
1419	0.2548129339
1420	0.2547881626
1421	0.254765238
1422	0.2547390834
1423	0.2547121738
1424	0.2546856339
1425	0.2546613844
1426	0.2546382153
1427	0.254614063
1428	0.2545860626
1429	0.2545597289
1430	0.2545330517
1431	0.2545063238
1432	0.254484241
1433	0.2544608099
1434	0.2544365941
1435	0.2544105767
1436	0.2543845851
1437	0.254359292
1438	0.2543328761
1439	0.2543054234
1440	0.2542767455
1441	0.2542537438
1442	0.2542282283
1443	0.2542055652
1444	0.254179046
1445	0.2541541672
1446	0.2541274941
1447	0.2541055379
1448	0.2540796438
1449	0.2540549351
1450	0.2540270007
1451	0.254003482
1452	0.2539773591
1453	0.2539502287
1454	0.2539252012
1455	0.2539002292
1456	0.253877029
1457	0.2538548983
1458	0.2538332589
1459	0.2538067789
1460	0.2537831422
1461	0.2537581009
1462	0.2537350937
1463	0.2537099291
1464	0.2536871547
1465	0.253659668
1466	0.2536369778
1467	0.2536149654
1468	0.2535899785
1469	0.2535638571
1470	0.2535387796
1471	0.2535164772
1472	0.2534915012
1473	0.253467474
1474	0.2534441306
1475	0.2534207197
1476	0.2534021324
1477	0.2533783141
1478	0.2533551404
1479	0.2533287852
1480	0.2533065203
1481	0.2532836823
1482	0.2532597431
1483	0.253240226
1484	0.2532150307
1485	0.2531889176
1486	0.2531649221
1487	0.2531375295
1488	0.2531167957
1489	0.2530931665
1490	0.2530698236
1491	0.2530482748
1492	0.2530259212
1493	0.2530030547
1494	0.2529761898
1495	0.2529523787
1496	0.2529313097
1497	0.2529075732
1498	0.2528859842
1499	0.2528657001
1500	0.2528423363
1501	0.2528196566
1502	0.2527984807
1503	0.2527743473
1504	0.2527512118
1505	0.252727769
1506	0.2527026982
1507	0.2526788535
1508	0.2526545708
1509	0.2526288086
1510	0.2526024719
1511	0.2525813253
1512	0.2525548331
1513	0.2525311224
