iter	Passed	Remaining
7843	403131	50990461
7844	403193	50991717
7845	403232	50990083
7846	403284	50990140
7847	403323	50988563
7848	403374	50988399
7849	403413	50986803
7850	403482	50988939
7851	403528	50988294
7852	403567	50986634
7853	403613	50985941
7854	403652	50984310
7855	403696	50983315
7856	403744	50982833
7857	403802	50983626
7858	403857	50984006
7859	403908	50983862
7860	403953	50983045
7861	404032	50986449
7862	404081	50986119
7863	404123	50984890
7864	404174	50984781
7865	404244	50987060
7866	404289	50986156
7867	404353	50987741
7868	404396	50986607
7869	404446	50986386
7870	404490	50985492
7871	404545	50985810
7872	404605	50986855
7873	404651	50986109
7874	404722	50988549
7875	404799	50991756
7876	404865	50993531
7877	404926	50994620
7878	405000	50997430
7879	405045	50996557
7880	405093	50996115
7881	405131	50994450
7882	405182	50994287
7883	405231	50993956
7884	405296	50995604
7885	405344	50995177
7886	405384	50993652
7887	405444	50994610
7888	405499	50995049
7889	405566	50996923
7890	405625	50997921
7891	405697	51000411
7892	405745	50999880
7893	405796	50999785
7894	405839	50998782
7895	405883	50997736
7896	405928	50996844
7897	405993	50998519
7898	406034	50997145
7899	406096	50998481
7900	406144	50998041
7901	406202	50998757
7902	406255	50998876
7903	406330	51001777
7904	406396	51003615
7905	406440	51002570
7906	406497	51003300
7907	406543	51002511
7908	406610	51004414
7909	406705	51009923
7910	406800	51015315
7911	406872	51017833
7912	406942	51020110
7913	407010	51022088
7914	407063	51022304
7915	407107	51021264
7916	407158	51021207
7917	407219	51022376
7918	407279	51023346
7919	407352	51025961
7920	407397	51025098
7921	407472	51028077
7922	407529	51028646
7923	407588	51029621
7924	407648	51030579
7925	407687	51029048
7926	407738	51028859
7927	407797	51029732
7928	407842	51028892
7929	407882	51027464
7930	407922	51025923
7931	407968	51025244
7932	408017	51024840
7933	408055	51023094
7934	408114	51024045
7935	408161	51023414
7936	408207	51022678
7937	408253	51022001
7938	408298	51021149
7939	408353	51021535
7940	408421	51023569
7941	408485	51024988
7942	408549	51026582
7943	408610	51027661
7944	408675	51029312
7945	408718	51028249
7946	408764	51027552
7947	408826	51028834
7948	408894	51030739
7949	408946	51030868
7950	409007	51031979
7951	409065	51032721
7952	409114	51032313
7953	409174	51033333
7954	409229	51033725
7955	409269	51032316
7956	409314	51031378
7957	409373	51032366
7958	409438	51033914
7959	409485	51033392
7960	409525	51031845
7961	409571	51031160
7962	409627	51031614
7963	409670	51030572
7964	409715	51029692
7965	409796	51033325
7966	409849	51033533
7967	409895	51032774
7968	409946	51032606
7969	410005	51033600
7970	410058	51033723
7971	410110	51033699
7972	410153	51032542
7973	410198	51031751
7974	410244	51031005
7975	410302	51031814
7976	410359	51032368
7977	410403	51031437
7978	410443	51029921
7979	410502	51030830
7980	410550	51030347
7981	410594	51029452
7982	410642	51028968
7983	410686	51027954
7984	410758	51030412
7985	410819	51031560
7986	410871	51031550
7987	410929	51032378
7988	410976	51031797
7989	411018	51030555
7990	411067	51030167
7991	411127	51031199
7992	411170	51030043
7993	411214	51029172
7994	411266	51029092
7995	411309	51027997
7996	411347	51026278
7997	411389	51025157
7998	411464	51027978
7999	411525	51029124
8000	411567	51027873
8001	411611	51026861
8002	411652	51025590
8003	411724	51028076
8004	411796	51030581
8005	411876	51034049
8006	411947	51036383
8007	412022	51039345
8008	412092	51041590
8009	412155	51042962
8010	412198	51041795
8011	412241	51040776
8012	412281	51039282
8013	412326	51038339
8014	412379	51038496
8015	412432	51038624
8016	412487	51039041
8017	412553	51040805
8018	412614	51041976
8019	412655	51040619
8020	412703	51040105
8021	412765	51041313
8022	412816	51041300
8023	412893	51044401
8024	412942	51044008
8025	413004	51045313
8026	413073	51047426
8027	413124	51047216
8028	413173	51046891
8029	413219	51046147
8030	413260	51044807
8031	413316	51045340
8032	413355	51043762
8033	413405	51043496
8034	413449	51042618
8035	413490	51041212
8036	413531	51039931
8037	413588	51040541
8038	413628	51039063
8039	413665	51037197
8040	413716	51037122
8041	413766	51036851
8042	413817	51036805
8043	413861	51035740
8044	413910	51035418
8045	413965	51035798
8046	414003	51034141
8047	414046	51032980
8048	414100	51033352
8049	414150	51033036
8050	414205	51033443
8051	414289	51037447
8052	414359	51039617
8053	414421	51040880
8054	414469	51040423
8055	414523	51040706
8056	414585	51041877
8057	414633	51041491
8058	414677	51040533
8059	414737	51041424
8060	414788	51041401
8061	414849	51042523
8062	414920	51044861
8063	414982	51046110
8064	415027	51045275
8065	415087	51046182
8066	415136	51045922
8067	415201	51047498
8068	415257	51048002
8069	415322	51049573
8070	415385	51050983
8071	415428	51049888
8072	415475	51049277
8073	415526	51049134
8074	415575	51048771
8075	415625	51048550
8076	415683	51049331
8077	415746	51050760
8078	415790	51049775
8079	415840	51049479
8080	415891	51049387
8081	415930	51047862
8082	415968	51046105
8083	416015	51045465
8084	416062	51044880
8085	416107	51044132
8086	416173	51045804
8087	416241	51047843
8088	416303	51049067
8089	416343	51047516
8090	416383	51046168
8091	416428	51045311
8092	416477	51044900
8093	416545	51046850
8094	416608	51048271
8095	416664	51048776
8096	416724	51049808
8097	416779	51050144
8098	416833	51050370
8099	416901	51052419
8100	416968	51054227
8101	417022	51054421
8102	417092	51056659
8103	417147	51057053
8104	417223	51059970
8105	417315	51064971
8106	417389	51067603
8107	417446	51068221
8108	417495	51067918
8109	417554	51068751
8110	417614	51069744
8111	417665	51069613
8112	417705	51068193
8113	417765	51069146
8114	417823	51069886
8115	417863	51068470
8116	417909	51067739
8117	417964	51068119
8118	418019	51068466
8119	418066	51067945
8120	418111	51067082
8121	418172	51068121
8122	418225	51068287
8123	418282	51068887
8124	418343	51070062
8125	418400	51070609
8126	418455	51071035
8127	418511	51071573
8128	418564	51071702
8129	418601	51069866
8130	418666	51071476
8131	418738	51073913
8132	418798	51074902
8133	418845	51074224
8134	418886	51072895
8135	418937	51072870
8136	418992	51073213
8137	419045	51073332
8138	419101	51073827
8139	419152	51073703
8140	419217	51075307
8141	419278	51076458
8142	419325	51075873
8143	419380	51076235
8144	419426	51075481
8145	419463	51073711
8146	419513	51073391
8147	419560	51072859
8148	419597	51071011
8149	419645	51070591
8150	419683	51068840
8151	419727	51067909
8152	419777	51067656
8153	419859	51071345
8154	419915	51071876
8155	419980	51073385
8156	420026	51072689
8157	420090	51074156
8158	420138	51073708
8159	420189	51073586
8160	420231	51072383
8161	420270	51070831
8162	420332	51072033
8163	420371	51070507
8164	420415	51069510
8165	420455	51068002
8166	420495	51066650
8167	420548	51066707
8168	420619	51069105
8169	420690	51071363
8170	420742	51071384
8171	420820	51074575
8172	420869	51074149
8173	420925	51074692
8174	420972	51074028
8175	421019	51073502
8176	421084	51075102
8177	421143	51075971
8178	421200	51076538
8179	421248	51076121
8180	421305	51076741
8181	421361	51077134
8182	421413	51077242
8183	421499	51081341
8184	421555	51081845
8185	421613	51082573
8186	421659	51081838
8187	421710	51081664
8188	421760	51081468
8189	421821	51082601
8190	421867	51081864
8191	421924	51082499
8192	421968	51081486
8193	422008	51080062
8194	422050	51078891
8195	422095	51078049
8196	422133	51076390
8197	422189	51076881
8198	422243	51077071
8199	422307	51078565
8200	422354	51077990
8201	422409	51078330
8202	422464	51078755
8203	422523	51079518
8204	422565	51078325
8205	422605	51076910
8206	422651	51076216
8207	422708	51076829
8208	422746	51075184
8209	422797	51074966
8210	422841	51074067
8211	422894	51074152
8212	422935	51072855
8213	422973	51071163
8214	423018	51070395
8215	423061	51069271
8216	423131	51071484
8217	423193	51072657
8218	423248	51073006
8219	423303	51073402
8220	423350	51072771
8221	423411	51073899
8222	423462	51073817
8223	423514	51073778
8224	423577	51075125
8225	423629	51075116
8226	423672	51074118
8227	423711	51072574
8228	423755	51071601
8229	423807	51071628
8230	423855	51071134
8231	423906	51070949
8232	423954	51070575
8233	424007	51070716
8234	424074	51072487
8235	424115	51071122
8236	424161	51070400
8237	424202	51069085
8238	424250	51068643
8239	424291	51067302
8240	424331	51065955
8241	424388	51066487
8242	424445	51067143
8243	424499	51067367
8244	424560	51068454
8245	424603	51067417
8246	424660	51068049
8247	424704	51067037
8248	424746	51065809
8249	424783	51064057
8250	424832	51063755
8251	424875	51062652
8252	424925	51062423
8253	424964	51060924
8254	425004	51059418
8255	425052	51058979
8256	425118	51060613
8257	425171	51060822
8258	425228	51061370
8259	425278	51061135
8260	425356	51064256
8261	425468	51071550
8262	425527	51072366
8263	425591	51073865
8264	425645	51074032
8265	425697	51074036
8266	425767	51076222
8267	425812	51075442
8268	425864	51075436
8269	425938	51078098
8270	426011	51080627
8271	426070	51081473
8272	426128	51082110
8273	426179	51082071
8274	426232	51082126
8275	426273	51080905
8276	426324	51080730
8277	426367	51079628
8278	426432	51081218
8279	426486	51081536
8280	426552	51083237
8281	426619	51085038
8282	426688	51087063
8283	426733	51086201
8284	426771	51084494
8285	426820	51084152
8286	426869	51083784
8287	426909	51082384
8288	426962	51082559
8289	427010	51082100
8290	427053	51080956
8291	427091	51079325
8292	427143	51079293
8293	427187	51078427
8294	427248	51079472
8295	427319	51081701
8296	427368	51081368
8297	427440	51083776
8298	427509	51085772
8299	427572	51087101
8300	427625	51087205
8301	427678	51087387
8302	427721	51086375
8303	427777	51086849
8304	427824	51086214
8305	427874	51085940
8306	427916	51084802
8307	427979	51086072
8308	428048	51088202
8309	428100	51088195
8310	428153	51088227
8311	428202	51087938
8312	428252	51087678
8313	428306	51087904
8314	428357	51087873
8315	428407	51087557
8316	428445	51085964
8317	428522	51088877
8318	428562	51087545
8319	428634	51089894
8320	428694	51090887
8321	428757	51092195
8322	428813	51092611
8323	428874	51093704
8324	428928	51093921
8325	428966	51092249
8326	429007	51090939
8327	429044	51089186
8328	429094	51088923
8329	429138	51087993
8330	429180	51086807
8331	429223	51085843
8332	429265	51084634
8333	429311	51083853
8334	429360	51083554
8335	429398	51081884
8336	429435	51080085
8337	429473	51078402
8338	429516	51077390
8339	429565	51076993
8340	429627	51078237
8341	429699	51080621
8342	429750	51080541
8343	429787	51078779
8344	429834	51078105
8345	429885	51078024
8346	429950	51079525
8347	430004	51079846
8348	430056	51079823
8349	430103	51079229
8350	430150	51078640
8351	430204	51078857
8352	430246	51077669
8353	430312	51079385
8354	430356	51078480
8355	430408	51078413
8356	430449	51077121
8357	430505	51077652
8358	430552	51077003
8359	430598	51076319
8360	430655	51076910
8361	430707	51076908
8362	430756	51076648
8363	430806	51076415
8364	430858	51076396
8365	430920	51077558
8366	430996	51080397
8367	431044	51079911
8368	431099	51080304
8369	431146	51079770
8370	431184	51078105
8371	431226	51076882
8372	431277	51076740
8373	431330	51076918
8374	431388	51077686
8375	431461	51080086
8376	431527	51081766
8377	431588	51082838
8378	431650	51084061
8379	431696	51083296
8380	431740	51082398
8381	431778	51080796
8382	431817	51079267
8383	431856	51077638
8384	431900	51076786
8385	431972	51079183
8386	432013	51077884
8387	432073	51078830
8388	432133	51079744
8389	432188	51080118
8390	432246	51080775
8391	432297	51080702
8392	432369	51083038
8393	432418	51082718
8394	432491	51085148
8395	432559	51087131
8396	432604	51086281
8397	432663	51087154
8398	432720	51087662
8399	432793	51090232
8400	432864	51092443
8401	432904	51091006
8402	432957	51091194
8403	433037	51094460
8404	433101	51095891
8405	433158	51096446
8406	433214	51096932
8407	433274	51097859
8408	433313	51096396
8409	433357	51095390
8410	433396	51093955
8411	433453	51094503
8412	433513	51095416
8413	433560	51094875
8414	433603	51093816
8415	433653	51093566
8416	433698	51092721
8417	433744	51092049
8418	433805	51093070
8419	433850	51092238
8420	433887	51090561
8421	433927	51089171
8422	433970	51088094
8423	434008	51086437
8424	434046	51084767
8425	434086	51083309
8426	434141	51083748
8427	434216	51086431
8428	434285	51088451
8429	434328	51087446
8430	434367	51085849
8431	434412	51085021
8432	434456	51084093
8433	434504	51083648
8434	434551	51083103
8435	434604	51083209
8436	434647	51082101
8437	434696	51081827
8438	434737	51080529
8439	434790	51080673
8440	434841	51080554
8441	434891	51080245
8442	434928	51078540
8443	434991	51079868
8444	435048	51080453
8445	435098	51080126
8446	435142	51079298
8447	435191	51078907
8448	435243	51078893
8449	435287	51077986
8450	435327	51076527
8451	435377	51076393
8452	435417	51074921
8453	435455	51073307
8454	435500	51072482
8455	435546	51071824
8456	435589	51070713
8457	435640	51070582
8458	435691	51070546
8459	435737	51069880
8460	435776	51068286
8461	435829	51068382
8462	435886	51068999
8463	435933	51068406
8464	435987	51068652
8465	436032	51067923
8466	436080	51067371
8467	436118	51065828
8468	436157	51064309
8469	436204	51063631
8470	436259	51064068
8471	436305	51063394
8472	436364	51064154
8473	436413	51063774
8474	436465	51063791
8475	436520	51064172
8476	436569	51063804
8477	436604	51061896
8478	436641	51060151
8479	436695	51060354
8480	436738	51059329
8481	436787	51059030
8482	436853	51060642
8483	436908	51060990
8484	436946	51059400
8485	436982	51057490
8486	437018	51055662
8487	437065	51055102
8488	437119	51055339
8489	437165	51054546
8490	437224	51055400
8491	437287	51056752
8492	437329	51055602
8493	437388	51056331
8494	437444	51056902
8495	437504	51057839
8496	437570	51059450
8497	437622	51059390
8498	437661	51057990
8499	437713	51057978
8500	437762	51057655
8501	437797	51055624
8502	437837	51054173
8503	437882	51053390
8504	437929	51052821
8505	437971	51051680
8506	438022	51051618
8507	438069	51050982
8508	438107	51049327
8509	438150	51048290
8510	438192	51047221
8511	438231	51045731
8512	438270	51044215
8513	438312	51042976
8514	438371	51043794
8515	438426	51044250
8516	438474	51043759
8517	438540	51045339
8518	438601	51046403
8519	438657	51046907
8520	438702	51046131
8521	438763	51047168
8522	438817	51047430
8523	438856	51045858
8524	438915	51046698
8525	438988	51049188
8526	439037	51048830
8527	439073	51047026
8528	439111	51045335
8529	439155	51044438
8530	439196	51043173
8531	439234	51041502
8532	439287	51041712
8533	439344	51042302
8534	439388	51041288
8535	439427	51039796
8536	439488	51040922
8537	439536	51040475
8538	439581	51039696
8539	439641	51040618
8540	439690	51040249
8541	439730	51038797
8542	439775	51038030
8543	439816	51036831
8544	439860	51035865
8545	439908	51035376
8546	439950	51034254
8547	440012	51035425
8548	440067	51035775
8549	440122	51036097
8550	440176	51036359
8551	440218	51035286
8552	440265	51034632
8553	440321	51035165
8554	440379	51035880
8555	440424	51035008
8556	440464	51033676
8557	440502	51032026
8558	440538	51030236
8559	440577	51028745
8560	440630	51028888
8561	440686	51029321
8562	440730	51028377
8563	440772	51027211
8564	440818	51026586
8565	440855	51024871
8566	440892	51023049
8567	440928	51021278
8568	440973	51020467
8569	441021	51020053
8570	441076	51020318
8571	441161	51024207
8572	441227	51025852
8573	441281	51026099
8574	441339	51026745
8575	441376	51025038
8576	441413	51023305
8577	441453	51021944
8578	441497	51021007
8579	441534	51019292
8580	441594	51020233
8581	441652	51020972
8582	441707	51021268
8583	441754	51020757
8584	441814	51021703
8585	441861	51021059
8586	441932	51023307
8587	441997	51024815
8588	442040	51023816
8589	442096	51024242
8590	442143	51023751
8591	442184	51022441
8592	442231	51021823
8593	442290	51022741
8594	442333	51021646
8595	442392	51022478
8596	442434	51021392
8597	442484	51021061
8598	442521	51019404
8599	442566	51018597
8600	442628	51019745
8601	442688	51020705
8602	442735	51020079
8603	442783	51019700
8604	442820	51017921
8605	442871	51017805
8606	442919	51017355
8607	442990	51019603
8608	443046	51020043
8609	443103	51020660
8610	443145	51019582
8611	443198	51019691
8612	443262	51021046
8613	443302	51019722
8614	443359	51020249
8615	443398	51018763
8616	443461	51020026
8617	443526	51021508
8618	443574	51021123
8619	443629	51021513
8620	443682	51021590
8621	443723	51020336
8622	443761	51018725
8623	443803	51017551
8624	443841	51015974
8625	443887	51015318
8626	443925	51013704
8627	443974	51013398
8628	444026	51013347
8629	444074	51012936
8630	444119	51012176
8631	444178	51012933
8632	444234	51013440
8633	444290	51013897
8634	444350	51014832
8635	444402	51014819
8636	444455	51014980
8637	444498	51013901
8638	444558	51014845
8639	444604	51014157
8640	444659	51014502
8641	444719	51015500
8642	444782	51016775
8643	444820	51015131
8644	444859	51013677
8645	444899	51012307
8646	444944	51011541
8647	444985	51010311
8648	445047	51011415
8649	445088	51010215
8650	445135	51009599
8651	445180	51008794
8652	445236	51009289
8653	445278	51008121
8654	445326	51007701
8655	445378	51007729
8656	445439	51008786
8657	445486	51008149
8658	445540	51008422
8659	445576	51006604
8660	445614	51005001
8661	445650	51003172
8662	445701	51003064
8663	445755	51003326
8664	445793	51001759
8665	445858	51003224
8666	445904	51002528
8667	445954	51002387
8668	445998	51001434
8669	446040	51000346
8670	446083	50999291
8671	446121	50997706
8672	446173	50997771
8673	446218	50996985
8674	446257	50995499
8675	446309	50995461
8676	446356	50994906
8677	446410	50995137
8678	446448	50993588
8679	446504	50994024
8680	446560	50994571
8681	446623	50995738
8682	446667	50994885
8683	446705	50993281
8684	446746	50992105
8685	446790	50991191
8686	446840	50990954
8687	446887	50990402
8688	446927	50989082
8689	446969	50987890
8690	447013	50987011
8691	447049	50985143
8692	447097	50984802
8693	447157	50985694
8694	447206	50985295
8695	447256	50985160
8696	447305	50984768
8697	447341	50982965
8698	447386	50982228
8699	447435	50981933
8700	447495	50982759
8701	447541	50982132
8702	447597	50982591
8703	447635	50981035
8704	447693	50981717
8705	447751	50982372
8706	447808	50982946
8707	447865	50983575
8708	447917	50983539
8709	447954	50981888
8710	448022	50983720
8711	448080	50984460
8712	448129	50984062
8713	448181	50984075
8714	448233	50984170
8715	448287	50984347
8716	448338	50984327
8717	448393	50984607
8718	448436	50983566
8719	448545	50990075
8720	448616	50992245
8721	448679	50993534
8722	448744	50995006
8723	448793	50994727
8724	448842	50994362
8725	448888	50993673
8726	448933	50992937
8727	448997	50994315
8728	449062	50995736
8729	449099	50994060
8730	449151	50994072
8731	449198	50993528
8732	449255	50994156
8733	449316	50995107
8734	449383	50996903
8735	449447	50998230
8736	449507	50999200
8737	449551	50998282
8738	449588	50996563
8739	449637	50996228
8740	449685	50995836
8741	449740	50996130
8742	449791	50996035
8743	449842	50995974
8744	449901	50996806
8745	449939	50995176
8746	449993	50995372
8747	450041	50995007
8748	450078	50993249
8749	450132	50993484
8750	450181	50993190
8751	450233	50993190
8752	450272	50991723
8753	450327	50992135
8754	450378	50992021
8755	450429	50991943
8756	450479	50991710
8757	450520	50990435
8758	450565	50989693
8759	450602	50988030
8760	450649	50987381
8761	450711	50988534
8762	450765	50988802
8763	450821	50989304
8764	450857	50987512
8765	450899	50986345
8766	450953	50986628
8767	450990	50984918
8768	451044	50985175
8769	451082	50983621
8770	451130	50983128
8771	451194	50984533
8772	451244	50984332
8773	451300	50984751
8774	451350	50984525
8775	451407	50985116
8776	451475	50986955
8777	451536	50988000
8778	451590	50988189
8779	451646	50988724
8780	451708	50989865
8781	451770	50990953
8782	451830	50991846
8783	451879	50991556
8784	451933	50991787
8785	451971	50990188
8786	452028	50990744
8787	452081	50990901
8788	452118	50989184
8789	452174	50989683
8790	452223	50989349
8791	452262	50987914
8792	452307	50987113
8793	452355	50986668
8794	452399	50985864
8795	452445	50985183
8796	452498	50985226
8797	452539	50984029
8798	452584	50983251
8799	452624	50981925
8800	452663	50980510
8801	452716	50980558
8802	452772	50981020
8803	452831	50981830
8804	452893	50983004
8805	452946	50983137
8806	453002	50983538
8807	453045	50982530
8808	453118	50984910
8809	453178	50985887
8810	453229	50985748
8811	453283	50985953
8812	453336	50986160
8813	453378	50984970
8814	453415	50983323
8815	453453	50981769
8816	453492	50980285
8817	453544	50980344
8818	453592	50979960
8819	453647	50980235
8820	453705	50980899
8821	453748	50979910
8822	453798	50979729
8823	453836	50978136
8824	453875	50976755
8825	453925	50976503
8826	453965	50975169
8827	454011	50974479
8828	454050	50973044
8829	454086	50971314
8830	454139	50971436
8831	454188	50971129
8832	454232	50970240
8833	454269	50968539
8834	454318	50968155
8835	454370	50968258
8836	454423	50968334
8837	454481	50969005
8838	454536	50969385
8839	454575	50967926
8840	454640	50969408
8841	454690	50969170
8842	454751	50970167
8843	454789	50968611
8844	454847	50969335
8845	454885	50967846
8846	454949	50969172
8847	454986	50967542
8848	455025	50966072
8849	455061	50964305
8850	455104	50963304
8851	455148	50962355
8852	455193	50961608
8853	455237	50960715
8854	455298	50961803
8855	455349	50961716
8856	455398	50961371
8857	455436	50959801
8858	455480	50958875
8859	455530	50958702
8860	455593	50959895
8861	455654	50960981
8862	455702	50960575
8863	455748	50959911
8864	455786	50958280
8865	455842	50958724
8866	455888	50958104
8867	455952	50959453
8868	456020	50961254
8869	456070	50961036
8870	456111	50959865
8871	456169	50960539
8872	456219	50960367
8873	456268	50960034
8874	456306	50958408
8875	456356	50958246
8876	456409	50958416
8877	456447	50956796
8878	456484	50955209
8879	456537	50955321
8880	456580	50954306
8881	456624	50953399
8882	456668	50952540
8883	456722	50952786
8884	456760	50951277
8885	456824	50952571
8886	456875	50952521
8887	456920	50951725
8888	456967	50951219
8889	457015	50950788
8890	457069	50950937
8891	457115	50950337
8892	457168	50950443
8893	457220	50950513
8894	457268	50950015
8895	457317	50949668
8896	457371	50949934
8897	457426	50950364
8898	457475	50949966
8899	457514	50948503
8900	457562	50948115
8901	457599	50946432
8902	457637	50944895
8903	457686	50944652
8904	457750	50945955
8905	457795	50945209
8906	457833	50943605
8907	457878	50942901
8908	457925	50942319
8909	457976	50942197
8910	458020	50941326
8911	458075	50941761
8912	458124	50941361
8913	458193	50943347
8914	458263	50945281
8915	458324	50946385
8916	458386	50947426
8917	458438	50947498
8918	458482	50946586
8919	458528	50945996
8920	458583	50946318
8921	458632	50946034
8922	458681	50945643
8923	458729	50945290
8924	458780	50945144
8925	458829	50944776
8926	458883	50945091
8927	458922	50943588
8928	458970	50943220
8929	459018	50942774
8930	459075	50943384
8931	459130	50943735
8932	459176	50943082
8933	459230	50943287
8934	459280	50943064
8935	459322	50941932
8936	459374	50941963
8937	459421	50941493
8938	459462	50940297
8939	459511	50939974
8940	459565	50940123
8941	459622	50940745
8942	459688	50942270
8943	459753	50943763
8944	459826	50946066
8945	459878	50946108
8946	459930	50946175
8947	459992	50947230
8948	460049	50947820
8949	460104	50948179
8950	460167	50949413
8951	460271	50955148
8952	460331	50956036
8953	460382	50955940
8954	460436	50956198
8955	460488	50956230
8956	460532	50955402
8957	460581	50955001
8958	460632	50954979
8959	460670	50953420
8960	460709	50951981
8961	460746	50950374
8962	460805	50951063
8963	460852	50950580
8964	460890	50949061
8965	460929	50947618
8966	460973	50946724
8967	461028	50947126
8968	461097	50948999
8969	461145	50948555
8970	461194	50948217
8971	461249	50948594
8972	461314	50950089
8973	461362	50949633
8974	461423	50950596
8975	461481	50951327
8976	461540	50952036
8977	461599	50952839
8978	461644	50952105
8979	461687	50951161
8980	461735	50950647
8981	461786	50950616
8982	461843	50951186
8983	461889	50950502
8984	461954	50951964
8985	462011	50952487
8986	462054	50951525
8987	462094	50950272
8988	462143	50949922
8989	462191	50949538
8990	462239	50949053
8991	462294	50949430
8992	462335	50948194
8993	462379	50947297
8994	462419	50946057
8995	462469	50945852
8996	462514	50945064
8997	462575	50946066
8998	462626	50945979
8999	462673	50945478
9000	462726	50945572
9001	462775	50945197
9002	462815	50943974
9003	462869	50944224
9004	462934	50945607
9005	463005	50947710
9006	463054	50947439
9007	463110	50947851
9008	463152	50946795
9009	463197	50945967
9010	463244	50945492
9011	463300	50945887
9012	463339	50944465
9013	463377	50942990
9014	463413	50941296
9015	463451	50939744
9016	463497	50939064
9017	463533	50937339
9018	463589	50937773
9019	463640	50937657
9020	463698	50938383
9021	463755	50938915
9022	463828	50941255
9023	463883	50941574
9024	463952	50943465
9025	464015	50944663
9026	464060	50943926
9027	464130	50945881
9028	464188	50946621
9029	464243	50946917
9030	464302	50947756
9031	464346	50946912
9032	464399	50946958
9033	464467	50948747
9034	464509	50947619
9035	464575	50949239
9036	464635	50950127
9037	464692	50950633
9038	464750	50951370
9039	464804	50951569
9040	464852	50951092
9041	464903	50951084
9042	464949	50950452
9043	465003	50950615
9044	465051	50950257
9045	465106	50950532
9046	465148	50949417
9047	465187	50948030
9048	465253	50949552
9049	465335	50952849
9050	465420	50956525
9051	465490	50958470
9052	465555	50959952
9053	465609	50960179
9054	465651	50959107
9055	465695	50958258
9056	465733	50956695
9057	465774	50955510
9058	465812	50953988
9059	465864	50954043
9060	465912	50953535
9061	465961	50953212
9062	466002	50952084
9063	466041	50950629
9064	466094	50950776
9065	466143	50950502
9066	466181	50948959
9067	466219	50947441
9068	466259	50946118
9069	466306	50945659
9070	466352	50944974
9071	466412	50945812
9072	466479	50947550
9073	466531	50947543
9074	466586	50947903
9075	466626	50946574
9076	466685	50947349
9077	466730	50946579
9078	466768	50945077
9079	466826	50945771
9080	466883	50946337
9081	466932	50945962
9082	466984	50946027
9083	467036	50946025
9084	467076	50944686
9085	467142	50946215
9086	467193	50946170
9087	467250	50946663
9088	467308	50947421
9089	467351	50946430
9090	467420	50948229
9091	467466	50947679
9092	467521	50947918
9093	467561	50946687
9094	467608	50946175
9095	467650	50945069
9096	467691	50943863
9097	467735	50943011
9098	467786	50942954
9099	467865	50945882
9100	467915	50945644
9101	467964	50945344
9102	468011	50944811
9103	468065	50945027
9104	468118	50945186
9105	468163	50944411
9106	468209	50943837
9107	468298	50947858
9108	468348	50947605
9109	468394	50947010
9110	468432	50945470
9111	468483	50945404
9112	468529	50944688
9113	468574	50944018
9114	468625	50943865
9115	468671	50943239
9116	468713	50942195
9117	468781	50943871
9118	468824	50942940
9119	468866	50941844
9120	468921	50942205
9121	468973	50942253
9122	469022	50941960
9123	469065	50940950
9124	469107	50939832
9125	469165	50940545
9126	469212	50939978
9127	469262	50939852
9128	469317	50940128
9129	469364	50939666
9130	469411	50939065
9131	469458	50938525
9132	469499	50937383
9133	469557	50938050
9134	469629	50940218
9135	469704	50942785
9136	469767	50943963
9137	469852	50947557
9138	469896	50946685
9139	469934	50945169
9140	469974	50943888
9141	470044	50945891
9142	470111	50947523
9143	470156	50946714
9144	470205	50946415
9145	470246	50945188
9146	470298	50945249
9147	470363	50946672
9148	470412	50946356
9149	470459	50945798
9150	470524	50947212
9151	470587	50948459
9152	470656	50950284
9153	470712	50950750
9154	470752	50949407
9155	470811	50950198
9156	470864	50950358
9157	470917	50950447
9158	470959	50949447
9159	471018	50950162
9160	471075	50950710
9161	471123	50950308
9162	471167	50949409
9163	471207	50948183
9164	471248	50947008
9165	471295	50946485
9166	471337	50945364
9167	471379	50944320
9168	471435	50944777
9169	471513	50947611
9170	471586	50949881
9171	471634	50949391
9172	471682	50948995
9173	471732	50948837
9174	471788	50949256
9175	471850	50950304
9176	471903	50950483
9177	471943	50949133
9178	471981	50947673
9179	472031	50947426
9180	472082	50947391
9181	472128	50946746
9182	472172	50945922
9183	472221	50945627
9184	472262	50944346
9185	472313	50944278
9186	472357	50943449
9187	472403	50942819
9188	472459	50943258
9189	472521	50944386
9190	472569	50943938
9191	472609	50942598
9192	472646	50941032
9193	472689	50940124
9194	472744	50940455
9195	472809	50941778
9196	472887	50944612
9197	472937	50944431
9198	472990	50944606
9199	473030	50943328
9200	473109	50946212
9201	473174	50947561
9202	473239	50949061
9203	473297	50949700
9204	473357	50950582
9205	473410	50950689
9206	473452	50949585
9207	473495	50948672
9208	473544	50948374
9209	473607	50949543
9210	473658	50949435
9211	473712	50949668
9212	473760	50949263
9213	473811	50949149
9214	473849	50947624
9215	473888	50946206
9216	473951	50947475
9217	474006	50947747
9218	474061	50948164
9219	474116	50948434
9220	474155	50947066
9221	474194	50945678
9222	474240	50945004
9223	474283	50944073
9224	474328	50943328
9225	474373	50942609
9226	474412	50941204
9227	474457	50940505
9228	474504	50939957
9229	474559	50940274
9230	474625	50941795
9231	474671	50941212
9232	474721	50941007
9233	474764	50939978
9234	474807	50939025
9235	474865	50939706
9236	474942	50942453
9237	474999	50942974
9238	475045	50942307
9239	475097	50942340
9240	475153	50942740
