iter	Passed	Remaining
262	12607	47924281
263	12663	47955492
264	12720	47989411
265	12778	48026107
266	12825	48023209
267	12866	47995688
268	12907	47970854
269	12947	47940405
270	12989	47919723
271	13027	47881832
272	13060	47829167
273	13107	47823065
274	13159	47839274
275	13208	47845367
276	13246	47809297
277	13297	47817770
278	13341	47803926
279	13394	47824113
280	13433	47793536
281	13469	47751759
282	13506	47710837
283	13554	47715164
284	13609	47738999
285	13677	47809447
286	13728	47822178
287	13774	47815616
288	13823	47817273
289	13861	47785410
290	13912	47796669
291	13950	47762436
292	13985	47718781
293	14019	47671149
294	14055	47631128
295	14099	47620157
296	14153	47641238
297	14201	47640186
298	14237	47601233
299	14289	47618165
300	14336	47614402
301	14403	47678356
302	14464	47723792
303	14530	47783986
304	14579	47786761
305	14619	47762733
306	14679	47801670
307	14722	47784008
308	14756	47741401
309	14792	47703642
310	14834	47684303
311	14887	47700108
312	14936	47705085
313	14980	47694594
314	15016	47656432
315	15053	47621925
316	15101	47623257
317	15142	47603889
318	15180	47572608
319	15233	47590067
320	15281	47590884
321	15327	47586922
322	15365	47554945
323	15410	47547621
324	15454	47535845
325	15503	47541448
326	15546	47526337
327	15588	47509332
328	15628	47488829
329	15669	47468869
330	15724	47490275
331	15775	47502009
332	15824	47505348
333	15869	47498588
334	15932	47542862
335	16001	47608789
336	16053	47621107
337	16104	47630002
338	16156	47643058
339	16230	47720607
340	16267	47688987
341	16304	47656464
342	16353	47662238
343	16420	47716464
344	16479	47750889
345	16525	47743591
346	16578	47760912
347	16631	47774028
348	16696	47825172
349	16745	47828816
350	16811	47878390
351	16869	47906544
352	16918	47910890
353	16980	47949739
354	17027	47946464
355	17094	48001205
356	17157	48042136
357	17216	48074446
358	17266	48079992
359	17327	48114367
360	17382	48134909
361	17428	48127854
362	17477	48130348
363	17529	48139726
364	17576	48135954
365	17614	48108393
366	17648	48071542
367	17697	48071943
368	17731	48036320
369	17766	48000776
370	17812	47995126
371	17867	48011929
372	17908	47994167
373	17955	47990960
374	18004	47994671
375	18053	47996498
376	18100	47993004
377	18146	47987813
378	18192	47982363
379	18236	47971921
380	18280	47961471
381	18330	47967448
382	18384	47981874
383	18426	47968365
384	18465	47943717
385	18507	47928707
386	18558	47935454
387	18601	47922765
388	18654	47937560
389	18728	48002917
390	18776	48003995
391	18833	48025235
392	18882	48027558
393	18937	48045508
394	19020	48135094
395	19073	48147110
396	19122	48147968
397	19178	48166714
398	19222	48157536
399	19259	48128972
400	19308	48131554
401	19358	48137028
402	19411	48148759
403	19449	48124052
404	19505	48143207
405	19550	48134319
406	19605	48150013
407	19661	48171463
408	19719	48194547
409	19785	48238261
410	19834	48238831
411	19894	48268002
412	19930	48237085
413	19975	48230061
414	20021	48225054
415	20059	48200188
416	20111	48209044
417	20166	48225501
418	20207	48208287
419	20244	48180127
420	20288	48171376
421	20330	48156194
422	20380	48160986
423	20453	48219961
424	20520	48262302
425	20568	48263185
426	20619	48269044
427	20658	48246437
428	20710	48255921
429	20780	48305116
430	20835	48321821
431	20890	48337532
432	20943	48348311
433	20996	48357916
434	21050	48370317
435	21104	48383361
436	21138	48350508
437	21185	48347496
438	21221	48320119
439	21269	48317412
440	21328	48342659
441	21373	48335044
442	21408	48305225
443	21450	48291166
444	21492	48276168
445	21530	48253076
446	21575	48246289
447	21617	48230621
448	21654	48207167
449	21700	48200875
450	21745	48194027
451	21788	48182295
452	21823	48153776
453	21868	48145525
454	21912	48138096
455	21951	48116194
456	21987	48091737
457	22029	48078208
458	22077	48076517
459	22114	48051979
460	22153	48032114
461	22196	48021153
462	22254	48043439
463	22307	48054943
464	22357	48059082
465	22410	48067722
466	22461	48074271
467	22543	48147558
468	22616	48200447
469	22681	48235930
470	22763	48308081
471	22836	48360328
472	22895	48382285
473	22939	48372778
474	22987	48372378
475	23041	48382387
476	23078	48359001
477	23116	48337165
478	23158	48324152
479	23206	48322947
480	23240	48294411
481	23289	48294116
482	23335	48290898
483	23379	48282019
484	23423	48272142
485	23473	48275859
486	23516	48265952
487	23563	48261792
488	23605	48249522
489	23659	48260963
490	23712	48270801
491	23757	48263201
492	23802	48257797
493	23854	48264068
494	23894	48246807
495	23930	48223001
496	23984	48234454
497	24020	48210843
498	24071	48214772
499	24111	48198472
500	24162	48203574
501	24205	48194152
502	24274	48234878
503	24312	48214185
504	24365	48223527
505	24414	48224794
506	24491	48282128
507	24569	48341167
508	24657	48418539
509	24732	48470894
510	24816	48538915
511	24878	48565195
512	24919	48551301
513	24983	48580340
514	25029	48576786
515	25078	48576353
516	25140	48602231
517	25194	48613158
518	25248	48623449
519	25300	48629310
520	25344	48620456
521	25397	48628481
522	25436	48610939
523	25488	48616180
524	25527	48598054
525	25571	48589402
526	25621	48592212
527	25678	48607419
528	25739	48630547
529	25803	48659616
530	25851	48657721
531	25885	48631577
532	25933	48629861
533	25974	48615076
534	26011	48593708
535	26047	48569321
536	26087	48554211
537	26142	48566178
538	26204	48591202
539	26244	48575142
540	26301	48589708
541	26379	48644055
542	26415	48621268
543	26454	48603874
544	26494	48587831
545	26532	48568013
546	26569	48546205
547	26610	48532706
548	26661	48537414
549	26709	48535577
550	26755	48531904
551	26809	48540713
552	26852	48531536
553	26896	48523282
554	26945	48522753
555	27011	48553952
556	27050	48536670
557	27094	48529328
558	27144	48531287
559	27179	48508233
560	27222	48498375
561	27267	48492127
562	27320	48499989
563	27371	48503270
564	27412	48489947
565	27456	48483053
566	27504	48481196
567	27544	48466176
568	27593	48466363
569	27630	48446558
570	27677	48443612
571	27719	48432826
572	27766	48430076
573	27814	48429394
574	27869	48440275
575	27921	48447672
576	27974	48454647
577	28042	48488144
578	28085	48478796
579	28133	48477791
580	28185	48483102
581	28246	48504634
582	28295	48505154
583	28336	48493211
584	28372	48471392
585	28419	48468945
586	28481	48492029
587	28529	48491306
588	28571	48479731
589	28616	48474398
590	28669	48480979
591	28718	48481759
592	28775	48495697
593	28821	48492026
594	28863	48481828
595	28913	48483842
596	28960	48480623
597	29005	48475854
598	29055	48477117
599	29112	48491450
600	29167	48502636
601	29218	48506866
602	29256	48488527
603	29306	48491671
604	29355	48492029
605	29399	48484715
606	29445	48480560
607	29497	48486419
608	29548	48489494
609	29582	48467007
610	29617	48444295
611	29666	48445119
612	29705	48429700
613	29745	48415906
614	29788	48406010
615	29829	48394317
616	29868	48379577
617	29916	48378431
618	29970	48386801
619	30029	48403833
620	30070	48392186
621	30115	48387302
622	30155	48373464
623	30197	48363716
624	30237	48350310
625	30298	48369160
626	30357	48386664
627	30417	48404490
628	30467	48407336
629	30514	48405479
630	30565	48408656
631	30626	48428969
632	30677	48433096
633	30720	48424668
634	30758	48407058
635	30800	48397222
636	30856	48409742
637	30926	48443313
638	30987	48462332
639	31042	48473588
640	31108	48499350
641	31156	48499117
642	31195	48484194
643	31232	48465985
644	31287	48475900
645	31324	48458578
646	31362	48441951
647	31403	48430763
648	31456	48437796
649	31494	48422197
650	31537	48412438
651	31584	48410892
652	31644	48428092
653	31688	48421686
654	31750	48441591
655	31804	48449915
656	31852	48450492
657	31903	48453174
658	31948	48448789
659	31997	48448320
660	32051	48457589
661	32117	48483226
662	32161	48477251
663	32213	48481934
664	32268	48492351
665	32329	48510773
666	32392	48531423
667	32445	48538433
668	32486	48526518
669	32534	48526717
670	32602	48554677
671	32653	48558112
672	32692	48544011
673	32730	48528447
674	32802	48563682
675	32847	48558243
676	32885	48541701
677	32922	48524806
678	32979	48538320
679	33048	48568158
680	33103	48576767
681	33161	48590081
682	33203	48581338
683	33248	48575893
684	33290	48565681
685	33332	48556345
686	33388	48566816
687	33451	48587660
688	33500	48588979
689	33548	48587312
690	33592	48580463
691	33643	48583608
692	33698	48592560
693	33734	48575636
694	33784	48577322
695	33850	48601549
696	33899	48602713
697	33961	48621959
698	34013	48626730
699	34056	48617415
700	34117	48635023
701	34164	48633128
702	34209	48627763
703	34256	48625357
704	34296	48612537
705	34363	48639461
706	34400	48623020
707	34455	48631246
708	34514	48645423
709	34556	48636075
710	34607	48640295
711	34667	48655132
712	34717	48657519
713	34760	48649502
714	34809	48649091
715	34867	48662794
716	34929	48681073
717	34985	48690834
718	35043	48704144
719	35103	48719587
720	35149	48716059
721	35202	48721662
722	35251	48722632
723	35312	48738323
724	35366	48745481
725	35424	48758454
726	35475	48761304
727	35516	48750485
728	35569	48756372
729	35614	48751229
730	35650	48734193
731	35699	48734449
732	35745	48730843
733	35805	48744815
734	35880	48780573
735	35935	48789356
736	35988	48794501
737	36043	48803002
738	36086	48795573
739	36129	48786986
740	36197	48813365
741	36248	48816090
742	36296	48815603
743	36334	48800145
744	36382	48799704
745	36425	48790646
746	36464	48777830
747	36521	48789337
748	36563	48780054
749	36615	48784235
750	36655	48772684
751	36711	48781922
752	36777	48804296
753	36836	48817359
754	36894	48830184
755	36941	48826966
756	36978	48811681
757	37027	48812286
758	37083	48820657
759	37131	48820535
760	37169	48806354
761	37205	48789401
762	37255	48790523
763	37300	48784717
764	37339	48772181
765	37404	48793055
766	37463	48806536
767	37522	48820454
768	37576	48826931
769	37618	48817832
770	37652	48798525
771	37694	48789093
772	37750	48798330
773	37807	48808934
774	37855	48807764
775	37904	48808199
776	37954	48809457
777	37997	48801850
778	38032	48784517
779	38070	48770262
780	38108	48756949
781	38156	48755070
782	38199	48747261
783	38236	48733224
784	38273	48717624
785	38309	48701519
786	38351	48693061
787	38394	48685553
788	38437	48677762
789	38471	48659810
790	38535	48679151
791	38593	48690050
792	38645	48694797
793	38688	48686993
794	38734	48684111
795	38791	48693884
796	38862	48722125
797	38916	48728005
798	38959	48721057
799	38996	48706039
800	39042	48703155
801	39085	48695637
802	39142	48706231
803	39186	48700664
804	39236	48701136
805	39298	48718323
806	39348	48719972
807	39402	48726574
808	39456	48732698
809	39495	48720284
810	39543	48719024
811	39598	48727057
812	39677	48764083
813	39726	48764422
814	39774	48763163
815	39819	48757956
816	39882	48775438
817	39941	48788730
818	39983	48780059
819	40019	48764175
820	40080	48779039
821	40136	48787287
822	40184	48786580
823	40222	48772871
824	40260	48760840
825	40302	48752221
826	40351	48752350
827	40391	48742022
828	40444	48746020
829	40492	48745739
830	40543	48748815
831	40602	48760050
832	40649	48758152
833	40692	48751070
834	40749	48761356
835	40800	48763047
836	40837	48749857
837	40894	48759138
838	40949	48765958
839	40998	48767126
840	41053	48773457
841	41093	48763852
842	41137	48757920
843	41183	48754942
844	41230	48752672
845	41274	48745935
846	41310	48731537
847	41346	48716532
848	41382	48701207
849	41438	48709457
850	41496	48720954
851	41557	48735020
852	41621	48752637
853	41668	48750622
854	41718	48751860
855	41765	48749940
856	41803	48736709
857	41859	48745208
858	41903	48739783
859	41967	48756933
860	42013	48754492
861	42069	48762916
862	42121	48766381
863	42183	48780957
864	42219	48766361
865	42273	48772571
866	42314	48763151
867	42354	48752662
868	42399	48748570
869	42448	48748475
870	42484	48734379
871	42523	48722658
872	42565	48714802
873	42615	48717009
874	42662	48714167
875	42714	48718009
876	42758	48713168
877	42823	48730807
878	42872	48731117
879	42924	48734503
880	42970	48731695
881	43012	48723801
882	43064	48728000
883	43116	48731717
884	43162	48727758
885	43208	48724878
886	43245	48711147
887	43282	48697732
888	43324	48690888
889	43361	48677691
890	43408	48675010
891	43457	48675949
892	43495	48663323
893	43530	48647788
894	43571	48639736
895	43613	48631897
896	43657	48626338
897	43704	48625182
898	43754	48626210
899	43798	48620958
900	43832	48605026
901	43880	48603546
902	43936	48611851
903	43993	48621229
904	44040	48619273
905	44084	48614221
906	44136	48617656
907	44188	48621317
908	44224	48608090
909	44273	48607664
910	44330	48617356
911	44376	48614366
912	44413	48600701
913	44457	48596518
914	44508	48598381
915	44571	48613839
916	44606	48598819
917	44651	48595537
918	44708	48604648
919	44767	48615041
920	44812	48611391
921	44854	48603793
922	44902	48603847
923	44938	48589507
924	44979	48581637
925	45015	48568320
926	45073	48577930
927	45131	48588419
928	45169	48576122
929	45214	48572614
930	45250	48558624
931	45287	48546340
932	45337	48548272
933	45385	48546982
934	45435	48548332
935	45484	48549122
936	45536	48553067
937	45577	48544537
938	45636	48555604
939	45679	48549578
940	45719	48540568
941	45759	48531628
942	45813	48536845
943	45870	48545769
944	45916	48542983
945	45953	48530454
946	46015	48544561
947	46057	48537916
948	46097	48528343
949	46160	48543767
950	46206	48541178
951	46255	48541585
952	46303	48540568
953	46353	48541868
954	46395	48535698
955	46446	48537267
956	46500	48542923
957	46566	48561181
958	46638	48585808
959	46704	48604194
960	46755	48606633
961	46812	48614780
962	46848	48601303
963	46895	48600059
964	46954	48610587
965	47003	48610815
966	47065	48624867
967	47104	48614895
968	47157	48618921
969	47200	48613073
970	47247	48611137
971	47288	48603384
972	47328	48594387
973	47377	48594999
974	47437	48606333
975	47494	48615023
976	47553	48625680
977	47598	48621067
978	47646	48621088
979	47694	48619614
980	47759	48636798
981	47805	48633470
982	47851	48631036
983	47904	48635809
984	47954	48636280
985	47999	48633101
986	48039	48623668
987	48074	48610320
988	48112	48598994
989	48167	48605806
990	48214	48604260
991	48254	48595262
992	48298	48590883
993	48349	48592989
994	48386	48580863
995	48422	48568238
996	48463	48561160
997	48521	48570172
998	48571	48571281
999	48612	48563857
1000	48649	48552337
1001	48703	48557358
1002	48757	48562688
1003	48794	48551547
1004	48831	48539469
1005	48889	48548881
1006	48958	48569217
1007	49015	48577343
1008	49056	48569612
1009	49095	48560232
1010	49134	48550692
1011	49223	48590664
1012	49304	48622808
1013	49357	48626999
1014	49405	48626279
1015	49454	48626088
1016	49510	48633696
1017	49581	48655011
1018	49634	48659710
1019	49696	48672160
1020	49742	48669688
1021	49782	48661300
1022	49819	48649489
1023	49855	48637182
1024	49893	48626210
1025	49929	48614715
1026	49976	48613036
1027	50015	48603011
1028	50053	48592592
1029	50090	48581525
1030	50140	48582903
1031	50183	48577301
1032	50236	48580977
1033	50271	48568237
1034	50307	48555575
1035	50366	48565937
1036	50410	48561842
1037	50455	48558034
1038	50504	48557891
1039	50550	48555236
1040	50586	48543617
1041	50630	48539288
1042	50687	48547252
1043	50725	48536830
1044	50775	48537972
1045	50828	48542023
1046	50873	48539136
1047	50925	48541676
1048	50969	48537952
1049	51007	48527802
1050	51050	48521963
1051	51088	48511903
1052	51129	48504653
1053	51171	48498267
1054	51210	48489948
1055	51253	48484331
1056	51297	48480315
1057	51341	48475800
1058	51391	48477010
1059	51458	48494416
1060	51541	48526240
1061	51636	48570152
1062	51684	48569998
1063	51743	48579106
1064	51783	48571445
1065	51838	48577122
1066	51877	48568083
1067	51921	48563643
1068	51958	48552613
1069	52005	48551668
1070	52048	48545791
1071	52094	48543724
1072	52150	48550348
1073	52197	48549199
1074	52234	48537579
1075	52276	48531444
1076	52325	48532361
1077	52369	48527537
1078	52419	48529101
1079	52462	48523527
1080	52526	48537625
1081	52585	48547646
1082	52635	48549286
1083	52679	48544269
1084	52729	48546291
1085	52782	48549848
1086	52846	48564150
1087	52890	48559278
1088	52932	48553989
1089	52984	48556904
1090	53027	48551626
1091	53069	48545380
1092	53110	48538336
1093	53169	48547752
1094	53210	48540676
1095	53259	48540984
1096	53305	48538471
1097	53349	48534429
1098	53390	48527818
1099	53446	48534482
1100	53483	48523457
1101	53525	48517573
1102	53562	48506983
1103	53614	48510046
1104	53665	48512113
1105	53716	48514872
1106	53763	48513476
1107	53802	48504328
1108	53850	48503851
1109	53909	48512889
1110	53955	48510643
1111	53998	48505678
1112	54044	48503163
1113	54091	48502258
1114	54144	48506228
1115	54205	48516696
1116	54261	48523514
1117	54315	48528024
1118	54365	48529185
1119	54422	48537431
1120	54470	48536196
1121	54515	48533544
1122	54571	48540129
1123	54611	48532167
1124	54653	48526558
1125	54693	48518823
1126	54743	48519972
1127	54793	48520979
1128	54841	48520648
1129	54878	48509936
1130	54940	48522261
1131	55009	48539709
1132	55055	48537960
1133	55092	48527267
1134	55134	48521271
1135	55177	48516565
1136	55241	48530068
1137	55291	48531139
1138	55345	48535540
1139	55381	48524536
1140	55429	48523841
1141	55482	48528354
1142	55545	48540644
1143	55621	48564458
1144	55761	48644590
1145	55847	48676540
1146	55902	48681784
1147	55942	48674103
1148	56000	48682099
1149	56056	48688567
1150	56109	48692250
1151	56162	48696029
1152	56205	48690815
1153	56270	48705036
1154	56312	48698898
1155	56373	48709916
1156	56425	48712650
1157	56479	48717077
1158	56533	48720961
1159	56571	48711676
1160	56623	48714666
1161	56661	48705504
1162	56717	48711732
1163	56753	48700082
1164	56799	48697862
1165	56847	48697764
1166	56897	48698287
1167	56938	48692025
1168	56987	48691842
1169	57028	48685292
1170	57089	48695371
1171	57132	48690421
1172	57172	48683482
1173	57216	48678934
1174	57259	48673902
1175	57294	48662542
1176	57329	48650607
1177	57369	48643087
1178	57410	48636630
1179	57461	48638911
1180	57500	48630586
1181	57536	48620019
1182	57572	48608754
1183	57621	48609504
1184	57675	48613788
1185	57718	48608646
1186	57765	48607677
1187	57823	48615463
1188	57861	48606264
1189	57914	48609386
1190	57958	48605770
1191	58007	48605827
1192	58063	48611639
1193	58123	48621222
1194	58167	48617637
1195	58213	48614831
1196	58258	48612120
1197	58312	48616182
1198	58361	48617140
1199	58417	48622504
1200	58467	48623491
1201	58506	48615769
1202	58561	48620909
1203	58611	48622102
1204	58665	48626105
1205	58731	48640419
1206	58766	48629197
1207	58815	48629127
1208	58869	48633737
1209	58916	48632263
1210	58961	48629512
1211	59009	48628773
1212	59060	48630238
1213	59113	48633709
1214	59179	48648388
1215	59225	48646153
1216	59293	48661455
1217	59360	48676795
1218	59421	48686651
1219	59475	48690880
1220	59521	48688482
1221	59567	48686195
1222	59620	48689723
1223	59662	48683979
1224	59698	48673978
1225	59752	48678008
1226	59791	48669866
1227	59839	48669521
1228	59889	48670486
1229	59941	48672834
1230	59982	48666691
1231	60025	48662279
1232	60079	48666541
1233	60129	48666883
1234	60195	48681131
1235	60249	48685541
1236	60310	48695002
1237	60346	48685056
1238	60396	48685511
1239	60439	48680951
1240	60482	48676400
1241	60534	48678658
1242	60583	48679476
1243	60631	48678554
1244	60670	48670833
1245	60711	48664365
1246	60757	48662413
1247	60798	48656104
1248	60836	48647521
1249	60874	48638885
1250	60922	48637766
1251	60956	48626675
1252	61008	48629116
1253	61055	48627656
1254	61100	48624130
1255	61145	48621813
1256	61204	48629559
1257	61261	48636022
1258	61321	48645193
1259	61372	48646863
1260	61418	48644847
1261	61456	48635843
1262	61517	48645975
1263	61566	48645711
1264	61615	48645964
1265	61662	48644619
1266	61740	48667566
1267	61786	48665583
1268	61844	48672630
1269	61897	48676394
1270	61958	48685438
1271	62000	48680092
1272	62059	48688247
1273	62097	48680203
1274	62170	48699337
1275	62236	48712576
1276	62302	48725879
1277	62373	48742991
1278	62443	48759933
1279	62506	48770695
1280	62559	48774124
1281	62602	48769350
1282	62645	48764281
1283	62693	48763664
1284	62743	48764854
1285	62793	48765969
1286	62845	48768414
1287	62884	48760763
1288	62930	48758342
1289	62967	48748822
1290	63004	48739892
1291	63057	48743091
1292	63098	48736579
1293	63135	48728148
1294	63179	48724136
1295	63229	48724680
1296	63268	48717400
1297	63326	48724485
1298	63370	48720893
1299	63417	48719238
1300	63458	48713581
1301	63495	48703872
1302	63536	48698097
1303	63575	48690423
1304	63624	48690694
1305	63667	48686632
1306	63714	48685119
1307	63762	48684358
1308	63811	48684649
1309	63862	48685915
1310	63901	48678366
1311	63960	48686466
1312	64005	48683700
1313	64074	48698941
1314	64124	48699502
1315	64169	48696906
1316	64215	48694554
1317	64254	48687446
1318	64315	48696794
1319	64369	48700658
1320	64427	48707416
1321	64475	48706434
1322	64542	48720681
1323	64581	48712913
1324	64626	48710369
1325	64676	48710676
1326	64729	48714294
1327	64779	48715114
1328	64831	48717393
1329	64876	48714675
1330	64938	48724507
1331	65004	48736956
1332	65046	48731683
1333	65108	48741942
1334	65146	48733650
1335	65183	48724971
1336	65230	48723641
1337	65270	48716554
1338	65317	48715714
1339	65382	48727511
1340	65425	48722977
1341	65462	48714581
1342	65517	48719054
1343	65553	48709207
1344	65597	48706031
1345	65659	48715440
1346	65718	48723017
1347	65768	48724113
1348	65807	48716534
1349	65860	48719355
1350	65903	48715247
1351	65967	48726207
1352	66014	48725272
1353	66065	48726480
1354	66112	48725221
1355	66179	48738746
1356	66235	48744219
1357	66288	48747043
1358	66338	48747637
1359	66391	48751062
1360	66441	48751690
1361	66489	48751001
1362	66531	48746128
1363	66569	48738346
1364	66626	48744223
1365	66665	48736942
1366	66705	48729919
1367	66746	48724448
1368	66785	48717162
1369	66838	48720585
1370	66886	48719626
1371	66929	48715097
1372	66967	48707389
1373	67005	48699860
1374	67050	48697153
1375	67095	48693871
1376	67144	48693930
1377	67184	48688011
1378	67241	48693567
1379	67295	48697784
1380	67348	48700677
1381	67389	48694585
1382	67431	48690283
1383	67473	48685007
1384	67519	48682765
1385	67571	48685507
1386	67610	48677909
1387	67663	48680914
1388	67712	48681012
1389	67758	48679123
1390	67798	48673276
1391	67836	48664991
1392	67875	48657977
1393	67912	48649812
1394	67954	48644756
1395	68002	48644317
1396	68053	48645770
1397	68108	48650393
1398	68149	48645123
1399	68196	48643683
1400	68241	48640910
1401	68286	48638051
1402	68335	48638593
1403	68389	48642309
1404	68439	48642559
1405	68489	48643475
1406	68550	48652295
1407	68606	48657428
1408	68657	48658953
1409	68697	48652533
1410	68734	48644748
1411	68787	48647632
1412	68841	48651222
1413	68920	48672615
1414	68970	48673202
1415	69030	48681265
1416	69098	48694565
1417	69168	48709789
1418	69228	48717659
1419	69273	48714841
1420	69327	48718318
1421	69374	48716891
1422	69427	48719816
1423	69463	48710908
1424	69500	48702829
1425	69540	48696200
1426	69581	48691236
1427	69635	48694677
1428	69683	48694267
1429	69742	48701465
1430	69798	48706180
1431	69860	48715478
1432	69917	48720742
1433	69965	48720740
1434	70002	48712308
1435	70050	48711592
1436	70111	48720267
1437	70146	48710711
1438	70184	48702819
1439	70235	48704161
1440	70286	48705969
1441	70331	48703279
1442	70379	48702641
1443	70424	48699789
1444	70486	48708799
1445	70539	48711710
1446	70594	48715958
1447	70665	48731687
1448	70726	48739622
1449	70782	48745022
1450	70829	48743528
1451	70880	48745078
1452	70947	48757147
1453	71000	48760212
1454	71070	48774839
1455	71133	48784567
1456	71193	48792097
1457	71255	48801058
1458	71307	48802821
1459	71368	48811112
1460	71411	48807281
1461	71465	48810508
1462	71521	48815563
1463	71578	48820599
1464	71623	48818268
1465	71676	48820555
1466	71733	48826000
1467	71788	48830314
1468	71846	48836879
1469	71903	48842125
1470	71948	48839488
1471	71986	48832067
1472	72029	48827625
1473	72075	48825844
1474	72129	48829176
1475	72175	48827218
1476	72244	48840569
1477	72305	48848667
1478	72367	48857414
1479	72408	48852283
1480	72454	48849983
1481	72491	48842145
1482	72527	48833242
1483	72583	48838045
1484	72633	48838635
1485	72675	48833840
1486	72738	48843373
1487	72794	48848093
1488	72851	48853830
1489	72893	48848664
1490	72969	48867065
1491	73047	48886615
1492	73139	48914758
1493	73192	48917411
1494	73242	48918568
1495	73285	48914367
1496	73327	48909826
1497	73382	48913531
1498	73432	48913880
